plant_name,JS_ID,plant_num,PI_num,img_date,voxel_len,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14
4-9-18_Schnable_49-325-JS117-172_2018-04-16_01-45-57_10273200,JS117,325,PI_576345,2018-04-16,8cm,-14.4582,-115.127,24.1854,-123.725,3.11765,-143.294,-2.3404,,,,,,,,
4-9-18_Schnable_49-326-JS226-358_2018-04-11_01-48-02_9973300,JS226,326,PI_656059,2018-04-11,8cm,11.2553,-160.17,-27.0726,0.843353,175.773,-0.663263,29.4119,-11.7131,155.308,,,,,,
4-9-18_Schnable_49-326-JS226-358_2018-04-13_01-48-00_10086300,JS226,326,PI_656059,2018-04-13,8cm,7.79288,-169.685,-150.361,-22.5331,56.2283,104.36,12.909,165.842,13.2279,8.43335,-16.8008,,,,
4-9-18_Schnable_49-326-JS226-358_2018-04-16_01-48-07_10273300,JS226,326,PI_656059,2018-04-16,8cm,-43.1024,176.521,176.989,-90.106,174.194,-139.31,141.99,166.673,-170.803,174.742,-172.543,108.06,134.126,153.553,17.8812
4-9-18_Schnable_49-327-JS88-125_2018-04-11_01-50-21_9973400,JS88,327,PI_534108,2018-04-11,8cm,-129.795,26.8181,-141.446,14.5799,56.277,-149.72,-5.94064,-147.14,20.6313,,,,,,
4-9-18_Schnable_49-327-JS88-125_2018-04-13_01-50-15_10086400,JS88,327,PI_534108,2018-04-13,8cm,22.6769,-140.934,-2.36986,-158.67,-13.098,-170.417,1.23157,160.577,-162.481,,,,,,
4-9-18_Schnable_49-327-JS88-125_2018-04-16_01-50-22_10273400,JS88,327,PI_534108,2018-04-16,8cm,-1.69685,-164.078,-14.7293,-169.199,-35.4556,-24.9044,155.356,-2.23829,151.154,174.414,,,,,
4-9-18_Schnable_49-328-JS31-1-53_2018-04-11_01-52-35_9973500,JS31,328,PI_533866,2018-04-11,8cm,165.162,-18.3935,159.753,-6.4771,-12.1744,147.936,,,,,,,,,
4-9-18_Schnable_49-328-JS31-1-53_2018-04-13_01-52-29_10086500,JS31,328,PI_533866,2018-04-13,8cm,156.008,-32.6017,159.436,-77.8636,-18.335,-37.4863,156.009,,,,,,,,
4-9-18_Schnable_49-328-JS31-1-53_2018-04-16_01-52-35_10273500,JS31,328,PI_533866,2018-04-16,8cm,-172.797,-138.131,0.222539,17.4818,-163.11,-1.67199,-148.882,,,,,,,,
4-9-18_Schnable_49-329-JS116-171_2018-04-11_01-54-47_9973600,JS116,329,PI_576340,2018-04-11,8cm,-20.1454,173.219,177.353,-142.901,166.713,-172.457,-64.4443,22.2657,10.7356,152.533,155.804,-4.44776,,,
4-9-18_Schnable_49-329-JS116-171_2018-04-13_01-54-42_10086600,JS116,329,PI_576340,2018-04-13,8cm,34.1621,4.90847,-175.353,35.542,177.04,5.20472,164.286,-24.0346,-53.947,-142.53,,,,,
4-9-18_Schnable_49-329-JS116-171_2018-04-16_01-54-49_10273600,JS116,329,PI_576340,2018-04-16,8cm,-24.9726,-170.916,43.0774,24.0906,177.412,-176.957,-163.093,-16.4097,-152.161,-50.3719,-155.044,,,,
4-9-18_Schnable_49-330-JS27-47_2018-04-11_01-57-01_9973700,JS27,330,PI_533845,2018-04-11,8cm,-158.884,-144.343,75.0046,-116.568,63.8241,-127.896,55.5511,-96.4117,,,,,,,
4-9-18_Schnable_49-330-JS27-47_2018-04-13_01-56-55_10086700,JS27,330,PI_533845,2018-04-13,8cm,-164.831,72.7859,-126.001,68.1549,-121.854,67.3112,-78.8169,,,,,,,,
4-9-18_Schnable_49-330-JS27-47_2018-04-16_01-57-03_10273700,JS27,330,PI_533845,2018-04-16,8cm,178.021,54.5629,-155.189,46.0165,-144.792,50.0043,-165.156,38.9533,,,,,,,
4-9-18_Schnable_49-331-JS267-426_2018-04-11_01-59-14_9973800,JS267,331,PI_659695,2018-04-11,8cm,61.051,100.202,-58.6158,95.1942,132.886,-154.981,-71.364,,,,,,,,
4-9-18_Schnable_49-331-JS267-426_2018-04-13_01-59-09_10086800,JS267,331,PI_659695,2018-04-13,8cm,146.824,-9.27913,152.343,8.63878,120.53,-39.7681,-141.168,,,,,,,,
4-9-18_Schnable_49-331-JS267-426_2018-04-16_01-59-17_10273800,JS267,331,PI_659695,2018-04-16,8cm,143.533,-15.9502,39.6079,152.597,-22.8529,12.8502,125.238,2.14724,149.727,,,,,,
4-9-18_Schnable_49-333-JS59-3-88_2018-04-11_02-03-41_9974000,JS59,333,PI_533964,2018-04-11,8cm,-55.57,15.4615,121.826,14.9941,105.541,-17.9282,89.3042,-19.7033,-171.535,,,,,,
4-9-18_Schnable_49-333-JS59-3-88_2018-04-13_02-03-36_10087000,JS59,333,PI_533964,2018-04-13,8cm,-105.491,-118.68,21.2345,-142.565,-22.5243,-19.6677,-166.095,-35.4511,114.428,,,,,,
4-9-18_Schnable_49-333-JS59-3-88_2018-04-16_02-03-44_10274000,JS59,333,PI_533964,2018-04-16,8cm,-89.7338,20.8014,-107.367,43.6231,-104.333,50.3727,-40.3673,-146.281,24.421,-146.518,,,,,
4-9-18_Schnable_49-334-JS171-247_2018-04-11_02-05-54_9974100,JS171,334,PI_607931,2018-04-11,8cm,-161.695,5.81524,-172.647,25.698,-145.801,-174.352,-48.1305,12.4465,-84.5831,,,,,,
4-9-18_Schnable_49-334-JS171-247_2018-04-13_02-05-51_10087100,JS171,334,PI_607931,2018-04-13,8cm,-40.9605,156.519,-91.0093,165.505,-36.8281,175.005,137.664,-178.385,58.1489,-36.7865,-7.71457,,,,
4-9-18_Schnable_49-334-JS171-247_2018-04-16_02-05-58_10274100,JS171,334,PI_607931,2018-04-16,8cm,-6.38256,153.202,156.017,58.0223,-34.1518,-83.5134,153.419,1.45433,124.729,-110.061,94.533,148.409,-149.17,-28.2875,42.3771
4-9-18_Schnable_49-335-JS161-231_2018-04-11_02-08-08_9974200,JS161,335,PI_597964,2018-04-11,8cm,-21.7331,-163.324,-101.929,-20.7019,133.202,-37.2451,-39.6528,-50.179,153.806,-83.742,-152.188,,,,
4-9-18_Schnable_49-335-JS161-231_2018-04-13_02-08-04_10087200,JS161,335,PI_597964,2018-04-13,8cm,-31.1742,142.778,-30.3984,69.5325,-8.19258,-24.9528,-28.0726,-35.0634,150.086,-56.3845,-7.32647,-166.11,168.629,,
4-9-18_Schnable_49-335-JS161-231_2018-04-16_02-08-12_10274200,JS161,335,PI_597964,2018-04-16,8cm,11.7534,-174.564,2.06195,154.521,-2.96164,-3.73462,-141.638,-154.765,-110.073,-122.185,-58.6836,-15.9758,,,
4-9-18_Schnable_49-336-JS41-2-68_2018-04-11_02-10-21_9974300,JS41,336,PI_533915,2018-04-11,8cm,7.21677,-160.02,-68.533,-156.714,-2.74015,-167.766,-14.4327,168.574,,,,,,,
4-9-18_Schnable_49-336-JS41-2-68_2018-04-13_02-10-17_10087300,JS41,336,PI_533915,2018-04-13,8cm,-19.8106,-173.972,-16.8996,171.447,-41.4364,162.311,,,,,,,,,
4-9-18_Schnable_49-336-JS41-2-68_2018-04-16_02-10-25_10274300,JS41,336,PI_533915,2018-04-16,8cm,-0.000969541,-17.7893,-164.576,-12.8789,170.182,-29.9171,156.305,-6.13354,,,,,,,
4-9-18_Schnable_49-337-JS122-179_2018-04-11_02-12-35_9974400,JS122,337,PI_576359,2018-04-11,8cm,-162.995,9.77691,-163.085,15.9263,-176.062,16.0771,150.334,,,,,,,,
4-9-18_Schnable_49-337-JS122-179_2018-04-13_02-12-31_10087400,JS122,337,PI_576359,2018-04-13,8cm,159.709,-31.9575,157.292,-33.0379,157.438,-30.0202,111.034,6.56488,,,,,,,
4-9-18_Schnable_49-337-JS122-179_2018-04-16_02-12-39_10274400,JS122,337,PI_576359,2018-04-16,8cm,178.043,-39.9492,174.656,-18.8377,171.237,-16.7578,64.4133,152.777,-7.17058,140.916,,,,,
4-9-18_Schnable_49-338-JS181-271_2018-04-11_02-14-49_9974500,JS181,338,PI_655976,2018-04-11,8cm,108.203,-42.7879,104.106,-29.3819,110.29,-70.0921,170.613,,,,,,,,
4-9-18_Schnable_49-338-JS181-271_2018-04-13_02-14-45_10087500,JS181,338,PI_655976,2018-04-13,8cm,132.663,-4.46143,118.942,16.336,50.9688,142.182,-10.1419,81.0204,-147.298,-59.6894,,,,,
4-9-18_Schnable_49-338-JS181-271_2018-04-16_02-14-56_10274500,JS181,338,PI_655976,2018-04-16,8cm,61.2911,-35.13,77.0099,-5.45528,116.272,31.0999,-31.9687,120.25,-75.7321,176.009,,,,,
4-9-18_Schnable_49-339-JS22-37_2018-04-11_02-17-02_9974600,JS22,339,PI_533824,2018-04-11,8cm,8.25549,111.449,-41.5942,-39.0309,162.853,,,,,,,,,,
4-9-18_Schnable_49-339-JS22-37_2018-04-13_02-16-59_10087600,JS22,339,PI_533824,2018-04-13,8cm,90.6197,-51.9054,7.66277,150.294,-35.7842,139.884,,,,,,,,,
4-9-18_Schnable_49-339-JS22-37_2018-04-16_02-17-10_10274600,JS22,339,PI_533824,2018-04-16,8cm,61.7432,64.4379,-23.4664,-1.71131,136.53,-19.9282,-19.5734,121.505,,,,,,,
4-9-18_Schnable_49-340-JS7-15_2018-04-11_02-19-16_9974700,JS7,340,PI_533757,2018-04-11,8cm,-1.46798,-145.593,6.54012,-164.518,-178.662,11.7628,,,,,,,,,
4-9-18_Schnable_49-340-JS7-15_2018-04-13_02-19-13_10087700,JS7,340,PI_533757,2018-04-13,8cm,146.248,-65.5567,-83.536,121.956,128.681,63.6924,,,,,,,,,
4-9-18_Schnable_49-340-JS7-15_2018-04-16_02-19-27_10274700,JS7,340,PI_533757,2018-04-16,8cm,,,,,,,,,,,,,,,
4-9-18_Schnable_49-341-JS117-172_2018-04-11_02-21-30_9974800,JS117,341,PI_576345,2018-04-11,8cm,78.7568,-174.296,3.95107,-178.12,21.7354,-176.883,3.85215,-164.203,,,,,,,
4-9-18_Schnable_49-341-JS117-172_2018-04-13_02-21-28_10087800,JS117,341,PI_576345,2018-04-13,8cm,104.61,161.501,23.1586,48.9573,176.554,-172.408,16.2611,172.982,10.912,-150.793,,,,,
4-9-18_Schnable_49-341-JS117-172_2018-04-16_02-21-40_10274800,JS117,341,PI_576345,2018-04-16,8cm,120.695,141.306,28.4583,-173.099,30.7578,-172.298,17.5934,170.067,,,,,,,
4-9-18_Schnable_49-342-JS249-400_2018-04-11_02-23-44_9974900,JS249,342,PI_656100,2018-04-11,8cm,-0.401036,176.145,170.035,13.9101,92.2237,-148.065,-166.063,-134.39,-20.7096,,,,,,
4-9-18_Schnable_49-342-JS249-400_2018-04-13_02-23-42_10087900,JS249,342,PI_656100,2018-04-13,8cm,-4.5657,168.473,7.60712,140.401,-26.5582,-29.0718,149.724,-137.095,,,,,,,
4-9-18_Schnable_49-342-JS249-400_2018-04-16_02-23-54_10274900,JS249,342,PI_656100,2018-04-16,8cm,22.6315,7.53241,-179.035,20.7622,67.4175,80.7751,57.307,5.48895,-56.6769,15.7364,3.38274,173.607,-142.11,-86.29,-166.38
4-9-18_Schnable_49-343-JS125-184_2018-04-11_02-25-57_9975000,JS125,343,PI_576375,2018-04-11,8cm,-33.7354,-29.8692,146.902,-20.4244,,,,,,,,,,,
4-9-18_Schnable_49-343-JS125-184_2018-04-13_02-25-56_10088000,JS125,343,PI_576375,2018-04-13,8cm,176.316,32.1904,41.6246,44.9562,34.8746,-170.017,,,,,,,,,
4-9-18_Schnable_49-343-JS125-184_2018-04-16_02-26-07_10275000,JS125,343,PI_576375,2018-04-16,8cm,142.731,2.54394,-4.38522,6.30118,157.441,15.2183,-162.673,,,,,,,,
4-9-18_Schnable_49-344-JS148-215_2018-04-11_02-28-10_9975100,JS148,344,PI_595740,2018-04-11,8cm,-141.798,-149.133,64.4107,-135.964,66.9001,-164.299,,,,,,,,,
4-9-18_Schnable_49-344-JS148-215_2018-04-13_02-28-08_10088100,JS148,344,PI_595740,2018-04-13,8cm,132.766,-28.8809,127.972,120.52,-47.1586,-61.0033,,,,,,,,,
4-9-18_Schnable_49-344-JS148-215_2018-04-16_02-28-20_10275100,JS148,344,PI_595740,2018-04-16,8cm,-166.006,18.2706,-166.018,168.721,-12.117,126.859,24.9951,,,,,,,,
4-9-18_Schnable_49-345-JS253-406_2018-04-11_02-30-24_9975200,JS253,345,PI_656106,2018-04-11,8cm,-54.8185,129.583,-39.5993,129.436,-35.7713,159.54,-65.0081,,,,,,,,
4-9-18_Schnable_49-345-JS253-406_2018-04-13_02-30-22_10088200,JS253,345,PI_656106,2018-04-13,8cm,-2.06574,-27.0266,152.17,-13.666,151.507,-22.384,161.798,8.02778,,,,,,,
4-9-18_Schnable_49-345-JS253-406_2018-04-16_02-30-34_10275200,JS253,345,PI_656106,2018-04-16,8cm,165.339,41.2643,-172.815,22.8181,172.663,21.8633,-168.821,-6.2143,-157.788,,,,,,
4-9-18_Schnable_49-346-JS225-357_2018-04-11_02-32-39_9975300,JS225,346,PI_656058,2018-04-11,8cm,-151.48,23.2027,-142.309,25.2664,1.92812,-157.758,,,,,,,,,
4-9-18_Schnable_49-346-JS225-357_2018-04-13_02-32-36_10088300,JS225,346,PI_656058,2018-04-13,8cm,128.563,-43.7435,-84.8867,147.864,-38.7239,131.485,-51.9702,163.172,,,,,,,
4-9-18_Schnable_49-346-JS225-357_2018-04-16_02-32-48_10275300,JS225,346,PI_656058,2018-04-16,8cm,-139.576,39.2164,156.138,-120.573,-104.576,-136.834,51.3687,-137.375,45.6205,-21.4013,-108.877,8.98711,-153.318,,
4-9-18_Schnable_49-347-js254-408_2018-04-11_02-34-52_9975400,JS254,347,PI_656108,2018-04-11,8cm,146.628,31.2687,54.5325,-168.402,161.416,-22.8536,-65.5335,7.62488,2.03343,35.4326,-67.1402,-172.521,,,
4-9-18_Schnable_49-347-js254-408_2018-04-13_02-34-49_10088400,JS254,347,PI_656108,2018-04-13,8cm,127.12,-25.1586,61.23,55.6829,-158.059,-115.726,-121.639,-101.702,,,,,,,
4-9-18_Schnable_49-347-js254-408_2018-04-16_02-35-04_10275400,JS254,347,PI_656108,2018-04-16,8cm,-51.5313,-48.1826,20.3982,-163.684,68.3805,-142.403,144.187,106.377,33.6696,67.6103,172.511,,,,
4-9-18_Schnable_49-348-js166-238_2018-04-11_02-37-05_9975500,JS166,348,PI_597971,2018-04-11,8cm,34.8161,-162.659,26.1248,-157.545,35.1209,-117.337,31.2587,,,,,,,,
4-9-18_Schnable_49-348-js166-238_2018-04-13_02-37-04_10088500,JS166,348,PI_597971,2018-04-13,8cm,-39.6685,134.934,-27.1784,132.369,-35.0333,172.445,-56.0861,,,,,,,,
4-9-18_Schnable_49-348-js166-238_2018-04-16_02-37-17_10275500,JS166,348,PI_597971,2018-04-16,8cm,-50.6712,122.294,-36.6822,148.224,-59.6674,-53.7144,155.679,-103.052,,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-11_02-39-19_9975600,JS207,349,PI_656027,2018-04-11,8cm,10.0706,156.759,3.50923,-14.2444,-58.5844,164.308,,,,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-13_02-39-18_10088600,JS207,349,PI_656027,2018-04-13,8cm,-111.868,15.2547,-123.179,35.0473,-128.265,25.2881,56.9238,151.182,-169.561,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-16_02-39-31_10275600,JS207,349,PI_656027,2018-04-16,8cm,34.7826,164.887,21.484,-38.4504,-45.8156,167.51,-139.598,-65.8676,-23.044,,,,,,
4-9-18_Schnable_49-351-js139-201_2018-04-11_02-43-45_9975800,JS139,351,PI_576425,2018-04-11,8cm,-143.241,-1.89731,-1.2868,162.031,22.6618,27.7068,9.73982,-174.528,59.3581,-148.515,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-11_02-45-58_9975900,JS184,352,PI_655979,2018-04-11,8cm,14.5831,-156.906,-8.67529,-166.57,-9.96427,165.999,51.729,,,,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-13_02-45-57_10088900,JS184,352,PI_655979,2018-04-13,8cm,-9.01006,-60.4167,173.591,174.927,-30.5264,173.248,19.1183,132.577,,,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-16_02-46-11_10275900,JS184,352,PI_655979,2018-04-16,8cm,-0.462928,-162.095,-30.1562,-164.06,-22.0773,-170.792,-11.091,135.506,,,,,,,
4-9-18_Schnable_49-353-js46-75_2018-04-11_02-48-12_9976000,JS46,353,PI_533937,2018-04-11,8cm,0.575026,-15.253,-147.998,0.216812,-176.37,-2.95968,-171.45,13.5068,,,,,,,
4-9-18_Schnable_49-353-js46-75_2018-04-13_02-48-11_10089000,JS46,353,PI_533937,2018-04-13,8cm,-30.5353,-109.391,24.8269,-141.91,14.3335,-156.23,-138.187,53.2408,,,,,,,
4-9-18_Schnable_49-353-js46-75_2018-04-16_02-48-25_10276000,JS46,353,PI_533937,2018-04-16,8cm,-123.86,-67.6263,0.492917,-142.748,-2.44988,166.594,141.403,-85.0575,8.9117,179.546,-10.5184,,,,
4-9-18_Schnable_49-354-js200-312_2018-04-11_02-50-25_9976100,JS200,354,PI_656016,2018-04-11,8cm,37.3739,170.641,3.23087,177.805,-15.5699,136.327,-141.713,-174.373,5.12464,,,,,,
4-9-18_Schnable_49-354-js200-312_2018-04-13_02-50-24_10089100,JS200,354,PI_656016,2018-04-13,8cm,56.7157,160.113,-17.6603,152.886,-28.9541,148.116,-115.776,-41.6847,,,,,,,
4-9-18_Schnable_49-354-js200-312_2018-04-16_02-50-40_10276100,JS200,354,PI_656016,2018-04-16,8cm,-153.822,-144.513,-27.7795,141.747,16.2895,-37.4137,-7.03486,147.988,-41.2384,150.486,-21.612,-32.7112,144.127,,
4-9-18_Schnable_49-355-js10-2-19_2018-04-11_02-52-38_9976200,JS10,355,PI_533761,2018-04-11,8cm,-60.6952,175.608,-33.2474,158.935,-23.8528,152.29,143.674,-19.6932,2.49067,,,,,,
4-9-18_Schnable_49-355-js10-2-19_2018-04-13_02-52-39_10089200,JS10,355,PI_533761,2018-04-13,8cm,156.269,-69.0266,77.8284,-179.513,36.764,145.996,11.0998,-168.603,-162.172,12.8917,-136.79,-165.477,12.1118,-49.5591,
4-9-18_Schnable_49-355-js10-2-19_2018-04-16_02-52-53_10276200,JS10,355,PI_533761,2018-04-16,8cm,-103.897,-18.3254,-6.10442,-175.201,12.9177,21.0743,41.1764,-175.207,-174.645,28.9059,,,,,
4-9-18_Schnable_49-356-js257-415_2018-04-11_02-54-51_9976300,JS257,356,PI_656114,2018-04-11,8cm,175.13,-173.546,-12.8095,-20.217,-179.039,-27.4493,-170.006,,,,,,,,
4-9-18_Schnable_49-356-js257-415_2018-04-13_02-54-53_10089300,JS257,356,PI_656114,2018-04-13,8cm,171.786,-171.511,14.8726,-167.913,-22.1381,-173.421,12.3555,,,,,,,,
4-9-18_Schnable_49-356-js257-415_2018-04-16_02-55-06_10276300,JS257,356,PI_656114,2018-04-16,8cm,-171.778,-162.23,36.052,-148.692,49.0312,-46.0882,99.743,-165.998,,,,,,,
4-9-18_Schnable_49-357-JS153-222_2018-04-11_02-57-05_9976400,JS153,357,PI_597946,2018-04-11,8cm,-171.49,-22.4014,-169.872,-6.53413,-168.333,-14.7148,150.169,21.5085,,,,,,,
4-9-18_Schnable_49-357-JS153-222_2018-04-13_02-57-11_10089400,JS153,357,PI_597946,2018-04-13,8cm,-18.0304,116.501,-34.631,118.885,-53.3706,132.732,165.78,-67.944,,,,,,,
4-9-18_Schnable_49-357-JS153-222_2018-04-16_02-57-20_10276400,JS153,357,PI_597946,2018-04-16,8cm,7.41073,-130.705,-115.556,18.5498,-105.678,38.1802,-139.547,52.1297,-163.56,,,,,,
4-9-18_Schnable_49-358-JS154-223_2018-04-11_02-59-18_9976500,JS154,358,PI_597949,2018-04-11,8cm,-11.1734,169.823,17.4221,163.815,-46.8209,,,,,,,,,,
4-9-18_Schnable_49-358-JS154-223_2018-04-13_02-59-20_10089500,JS154,358,PI_597949,2018-04-13,8cm,-21.894,-173.204,25.7267,175.865,107.938,36.5027,,,,,,,,,
4-9-18_Schnable_49-358-JS154-223_2018-04-16_02-59-34_10276500,JS154,358,PI_597949,2018-04-16,8cm,-97.6487,153.606,-22.9719,139.741,-24.9596,-167.905,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-11_03-01-33_9976600,JS286,359,PI_595720,2018-04-11,8cm,68.2304,-160.903,-9.13688,-143.125,,,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-13_03-01-34_10089600,JS286,359,PI_595720,2018-04-13,8cm,49.385,174.065,-82.8543,-17.6384,,,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-16_03-01-47_10276600,JS286,359,PI_595720,2018-04-16,8cm,58.8737,52.1844,-176.977,1.52868,179.741,-6.03578,,,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-11_03-05-59_9976800,JS55,361,PI_533956,2018-04-11,8cm,-169.927,17.9872,175.531,11.604,-175.717,-11.4078,-161.005,,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-13_03-06-02_10089800,JS55,361,PI_533956,2018-04-13,8cm,158.687,3.64231,152.766,4.49058,154.855,0.26487,161.769,-14.3431,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-16_03-06-16_10276800,JS55,361,PI_533956,2018-04-16,8cm,175.095,169.648,24.4863,-175.81,150.778,25.8362,170.028,5.31645,170.721,-2.87563,-160.705,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-11_03-08-13_9976900,JS63,362,PI_533972,2018-04-11,8cm,130.719,29.4462,-107.733,32.3239,-128.429,39.0263,178.731,15.2947,,,,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-13_03-08-17_10089900,JS63,362,PI_533972,2018-04-13,8cm,5.49022,-15.3326,173.336,167.622,-170.341,-7.74532,-6.70114,-9.56885,159.665,55.1197,-162.664,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-16_03-08-30_10276900,JS63,362,PI_533972,2018-04-16,8cm,135.942,-48.642,120.405,-46.7242,117.464,-54.8255,159.836,-75.8314,107.38,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-11_03-10-26_9977000,JS271,363,PI_533792,2018-04-11,8cm,-5.20252,-173.783,33.5196,-164.271,20.6066,1.76854,,,,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-13_03-10-30_10090000,JS271,363,PI_533792,2018-04-13,8cm,13.803,-149.921,57.4126,-142.96,45.8393,154.396,,,,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-16_03-10-43_10277000,JS271,363,PI_533792,2018-04-16,8cm,1.66878,-162.968,59.0942,-5.23702,-8.28686,46.8446,,,,,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-11_03-12-40_9977100,JS74,364,PI_534028,2018-04-11,8cm,-0.312104,-159.726,-1.71524,125.505,-128.656,-152.275,-98.8955,15.43,-118.036,-113.106,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-13_03-12-44_10090100,JS74,364,PI_534028,2018-04-13,8cm,-166.137,134.633,14.6298,14.8584,-156.279,-176.898,-169.008,-1.87158,-156.136,-10.4266,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-16_03-12-56_10277100,JS74,364,PI_534028,2018-04-16,8cm,141.599,11.305,21.7028,-176.605,-163.358,15.2206,172.33,-173.536,-108.892,-9.27163,-93.3995,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-11_03-14-53_9977200,JS194,365,PI_656007,2018-04-11,8cm,-165.087,-0.310548,178.866,146.092,61.8799,160.335,,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-13_03-14-58_10090200,JS194,365,PI_656007,2018-04-13,8cm,31.2739,21.8286,-165.519,-27.1867,-8.93455,-90.1142,-158.927,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-16_03-15-14_10277200,JS194,365,PI_656007,2018-04-16,8cm,52.1401,-160.089,23.8648,-2.1208,-170.482,-97.0393,-149.504,,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-11_03-17-07_9977300,JS128,366,PI_576381,2018-04-11,8cm,-2.25054,176.612,153.349,-1.95587,159.264,0.640082,-154.81,-20.6496,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-13_03-17-12_10090300,JS128,366,PI_576381,2018-04-13,8cm,37.5148,-147.3,40.7165,-150.549,164.476,44.2937,11.6493,-145.421,-13.6275,-137.381,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-16_03-17-23_10277300,JS128,366,PI_576381,2018-04-16,8cm,13.143,-176.839,172.654,25.5709,161.183,169.811,16.5098,-37.5014,174.66,2.00517,-137.563,-18.3817,,,
4-9-18_Schnable_49-368-js20-34_2018-04-11_03-21-34_9977500,JS20,368,PI_533814,2018-04-11,8cm,-127.245,-96.9471,-145.405,-18.9919,-6.72983,-171.165,12.2235,173.398,41.8365,,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-13_03-21-39_10090500,JS20,368,PI_533814,2018-04-13,8cm,-74.3103,-32.7673,-67.2729,-50.6516,36.1349,-97.9633,60.644,-47.107,80.3009,-146.712,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-16_03-21-53_10277500,JS20,368,PI_533814,2018-04-16,8cm,-156.201,-143.643,-63.8971,-95.8466,175.241,-27.9467,149.073,-101.679,170.459,-47.9334,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-11_03-23-48_9977600,JS99,369,PI_534145,2018-04-11,8cm,174.181,-2.39611,154.352,-23.4808,177.975,-13.5162,-149.671,,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-13_03-23-55_10090600,JS99,369,PI_534145,2018-04-13,8cm,125.284,-38.044,106.191,-52.4209,126.809,-83.7464,164.453,-60.8155,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-16_03-24-06_10277600,JS99,369,PI_534145,2018-04-16,8cm,36.7707,-90.4895,33.4102,-127.206,65.5158,-125.633,74.4299,163.712,,,,,,,
4-9-18_Schnable_49-370-js240-384_2018-04-11_03-26-01_9977700,JS240,370,PI_656085,2018-04-11,8cm,-155.226,11.4789,-168.505,-140.993,-179.391,-170.893,-70.2797,14.2503,0.673793,120.665,20.3517,,,,
4-9-18_Schnable_49-370-js240-384_2018-04-13_03-26-08_10090700,JS240,370,PI_656085,2018-04-13,8cm,-22.5878,13.3333,13.52,-30.2576,155.984,-39.5906,112.313,-27.3522,17.5582,137.435,-59.0801,-177.633,-28.3546,,
4-9-18_Schnable_49-370-js240-384_2018-04-16_03-26-20_10277700,JS240,370,PI_656085,2018-04-16,8cm,16.4655,-166.762,-152.323,17.6989,21.9285,-165.252,28.4904,94.7828,5.45712,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-11_03-28-15_9977800,JS154,371,PI_597949,2018-04-11,8cm,150.84,-14.7855,151.474,-15.922,118.431,-41.1491,,,,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-13_03-28-22_10090800,JS154,371,PI_597949,2018-04-13,8cm,127.807,-39.2005,126.468,-46.5754,100.197,-42.2029,148.303,,,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-16_03-28-34_10277800,JS154,371,PI_597949,2018-04-16,8cm,59.5177,-120.158,59.3161,-121.595,55.5108,-123.936,140.818,13.555,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-11_03-30-33_9977900,JS176,372,PI_642791,2018-04-11,8cm,149.743,-12.7921,150.223,-26.1142,138.68,-8.05733,,,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-13_03-30-35_10090900,JS176,372,PI_642791,2018-04-13,8cm,143.04,-23.7725,143.444,-27.0162,3.45936,147.272,,,,,,,,,
