plant_name,JS_ID,plant_num,PI_num,img_date,voxel_len,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14
4-9-18_Schnable_49-326-JS226-358_2018-04-11_01-48-02_9973300,JS226,326,PI_656059,2018-04-11,4cm,3.09462,-165.467,-109.287,4.22106,-178.36,-24.0924,36.5476,-5.79682,157.925,,,,,,
4-9-18_Schnable_49-326-JS226-358_2018-04-13_01-48-00_10086300,JS226,326,PI_656059,2018-04-13,4cm,2.51005,-171.635,121.918,-17.8714,67.5186,75.0063,10.165,165.453,-1.28968,27.2409,-39.4547,,,,
4-9-18_Schnable_49-326-JS226-358_2018-04-16_01-48-07_10273300,JS226,326,PI_656059,2018-04-16,4cm,-52.2351,131.566,172.954,-67.353,-169.344,-104.799,108.217,121.785,-165.233,152.367,-158.451,76.4945,137.584,162.207,22.8292
4-9-18_Schnable_49-327-JS88-125_2018-04-11_01-50-21_9973400,JS88,327,PI_534108,2018-04-11,4cm,135.468,27.8913,-139.168,17.9419,61.5121,-149.173,0.0876968,-141.502,7.7403,,,,,,
4-9-18_Schnable_49-327-JS88-125_2018-04-13_01-50-15_10086400,JS88,327,PI_534108,2018-04-13,4cm,25.2306,-133.5,0.413777,-157.915,-41.3664,-159.689,0.897801,145.247,-138.694,,,,,,
4-9-18_Schnable_49-327-JS88-125_2018-04-16_01-50-22_10273400,JS88,327,PI_534108,2018-04-16,4cm,-7.4073,-160.278,-16.486,-168.118,-49.6035,-37.9111,157.574,3.0053,131.22,-150.399,,,,,
4-9-18_Schnable_49-328-JS31-1-53_2018-04-11_01-52-35_9973500,JS31,328,PI_533866,2018-04-11,4cm,170.546,-25.5999,167.803,2.59538,-17.7539,149.951,,,,,,,,,
4-9-18_Schnable_49-328-JS31-1-53_2018-04-13_01-52-29_10086500,JS31,328,PI_533866,2018-04-13,4cm,152.802,-41.3236,161.615,-105.355,-20.8763,-57.174,143.532,,,,,,,,
4-9-18_Schnable_49-328-JS31-1-53_2018-04-16_01-52-35_10273500,JS31,328,PI_533866,2018-04-16,4cm,-171.043,163.117,2.02636,15.2402,-144.95,-3.65603,136.52,,,,,,,,
4-9-18_Schnable_49-329-JS116-171_2018-04-11_01-54-47_9973600,JS116,329,PI_576340,2018-04-11,4cm,-20.1454,162.811,158.346,-67.9769,154.051,-144.806,-62.5004,25.6402,10.8193,137.563,159.276,-0.0927279,,,
4-9-18_Schnable_49-329-JS116-171_2018-04-13_01-54-42_10086600,JS116,329,PI_576340,2018-04-13,4cm,34.1621,10.2852,-171.299,42.047,167.874,19.0922,174.394,-14.7269,-52.5857,-176.194,,,,,
4-9-18_Schnable_49-329-JS116-171_2018-04-16_01-54-49_10273600,JS116,329,PI_576340,2018-04-16,4cm,-8.9519,-174.568,25.7975,28.6157,-178.599,171.981,-151.844,16.5766,-151.03,-33.7177,-146.028,,,,
4-9-18_Schnable_49-330-JS27-47_2018-04-11_01-57-01_9973700,JS27,330,PI_533845,2018-04-11,4cm,-152.229,-148.327,81.5289,-105.651,65.8158,-141.353,78.9976,-104.401,,,,,,,
4-9-18_Schnable_49-330-JS27-47_2018-04-13_01-56-55_10086700,JS27,330,PI_533845,2018-04-13,4cm,-159.762,83.1988,-130.201,37.346,-125.356,76.6996,-115.875,,,,,,,,
4-9-18_Schnable_49-330-JS27-47_2018-04-16_01-57-03_10273700,JS27,330,PI_533845,2018-04-16,4cm,-178.755,58.3028,-157.895,39.326,-140.17,56.4227,-166.559,42.2607,,,,,,,
4-9-18_Schnable_49-331-JS267-426_2018-04-11_01-59-14_9973800,JS267,331,PI_659695,2018-04-11,4cm,108.555,105.588,-69.1008,84.7021,158.456,-160.876,-78.3838,,,,,,,,
4-9-18_Schnable_49-331-JS267-426_2018-04-13_01-59-09_10086800,JS267,331,PI_659695,2018-04-13,4cm,169.417,-0.16155,148.738,-9.23368,135.81,-35.6861,-143.161,,,,,,,,
4-9-18_Schnable_49-331-JS267-426_2018-04-16_01-59-17_10273800,JS267,331,PI_659695,2018-04-16,4cm,164.612,-15.4684,59.7686,134.106,-81.1062,45.3669,122.97,2.23684,153.615,,,,,,
4-9-18_Schnable_49-333-JS59-3-88_2018-04-11_02-03-41_9974000,JS59,333,PI_533964,2018-04-11,4cm,-46.9119,19.1276,121.899,-2.36542,94.3301,-24.4477,101.522,-13.2522,174.452,,,,,,
4-9-18_Schnable_49-333-JS59-3-88_2018-04-13_02-03-36_10087000,JS59,333,PI_533964,2018-04-13,4cm,-106.937,-110.572,-3.7279,-141.089,-9.51359,-31.7928,-160.978,-27.7943,105.676,,,,,,
4-9-18_Schnable_49-333-JS59-3-88_2018-04-16_02-03-44_10274000,JS59,333,PI_533964,2018-04-16,4cm,-82.425,25.1574,-94.1019,47.6794,-78.6175,63.0489,-12.7743,-155.089,30.2711,173.341,,,,,
4-9-18_Schnable_49-334-JS171-247_2018-04-11_02-05-54_9974100,JS171,334,PI_607931,2018-04-11,4cm,-158.597,14.6908,164.64,31.9273,-173.301,177,-44.9476,16.3096,-86.4752,,,,,,
4-9-18_Schnable_49-334-JS171-247_2018-04-13_02-05-51_10087100,JS171,334,PI_607931,2018-04-13,4cm,-51.8957,154.169,-93.8862,168.179,-22.3729,173.545,121.214,173.599,48.8282,-23.828,9.52529,,,,
4-9-18_Schnable_49-334-JS171-247_2018-04-16_02-05-58_10274100,JS171,334,PI_607931,2018-04-16,4cm,-15.1293,151.707,129.708,50.0406,-14.836,-118.935,146.864,3.74271,115.135,-130.395,82.5289,88.1069,-155.772,-18.4972,52.7492
4-9-18_Schnable_49-335-JS161-231_2018-04-11_02-08-08_9974200,JS161,335,PI_597964,2018-04-11,4cm,-18.9009,-169.876,-98.985,-16.8354,119.035,-42.2272,-66.7376,-35.4004,166.958,-3.20537,-129.231,,,,
4-9-18_Schnable_49-335-JS161-231_2018-04-13_02-08-04_10087200,JS161,335,PI_597964,2018-04-13,4cm,-35.2474,144.197,-24.9279,52.8492,43.7736,-9.09968,-105.427,-49.6137,161.797,-63.5231,-13.3924,-152.386,172.446,,
4-9-18_Schnable_49-335-JS161-231_2018-04-16_02-08-12_10274200,JS161,335,PI_597964,2018-04-16,4cm,13.0445,-173.651,21.0364,165.852,-2.34197,-3.55817,-145.842,177.534,-97.8958,-128.311,-62.2654,-17.1808,,,
4-9-18_Schnable_49-336-JS41-2-68_2018-04-11_02-10-21_9974300,JS41,336,PI_533915,2018-04-11,4cm,7.47449,-162.981,-5.11693,-154.341,4.84975,-171.603,-7.93558,-121.386,,,,,,,
4-9-18_Schnable_49-336-JS41-2-68_2018-04-13_02-10-17_10087300,JS41,336,PI_533915,2018-04-13,4cm,-34.6088,-172.303,-10.5651,171.569,-37.2714,155.822,,,,,,,,,
4-9-18_Schnable_49-336-JS41-2-68_2018-04-16_02-10-25_10274300,JS41,336,PI_533915,2018-04-16,4cm,-5.33387,-155.199,-154.261,-0.97735,-174.892,-5.68265,147.82,7.3812,,,,,,,
4-9-18_Schnable_49-337-JS122-179_2018-04-11_02-12-35_9974400,JS122,337,PI_576359,2018-04-11,4cm,-161.575,15.8193,-160.257,13.9019,173.037,38.5783,149.084,,,,,,,,
4-9-18_Schnable_49-337-JS122-179_2018-04-13_02-12-31_10087400,JS122,337,PI_576359,2018-04-13,4cm,162.463,-31.5813,160.226,-35.8196,167.844,-37.5135,122.402,13.662,,,,,,,
4-9-18_Schnable_49-337-JS122-179_2018-04-16_02-12-39_10274400,JS122,337,PI_576359,2018-04-16,4cm,179.847,-33.9988,173.736,-17.9196,164.209,-28.5923,89.8387,163.08,-13.6999,-162.168,,,,,
4-9-18_Schnable_49-338-JS181-271_2018-04-11_02-14-49_9974500,JS181,338,PI_655976,2018-04-11,4cm,99.3864,-42.6213,113.79,-17.2816,123.959,-93.3762,163.293,,,,,,,,
4-9-18_Schnable_49-338-JS181-271_2018-04-13_02-14-45_10087500,JS181,338,PI_655976,2018-04-13,4cm,134.848,-10.9586,126.252,32.7848,59.9245,166.537,-9.01122,77.7966,-177.938,-45.9571,,,,,
4-9-18_Schnable_49-338-JS181-271_2018-04-16_02-14-56_10274500,JS181,338,PI_655976,2018-04-16,4cm,67.3387,-26.0074,69.1912,-1.68354,89.516,36.547,-26.2296,84.5379,-42.6321,141.196,,,,,
4-9-18_Schnable_49-339-JS22-37_2018-04-11_02-17-02_9974600,JS22,339,PI_533824,2018-04-11,4cm,14.8198,114.726,-49.2685,-43.0909,166.818,,,,,,,,,,
4-9-18_Schnable_49-339-JS22-37_2018-04-13_02-16-59_10087600,JS22,339,PI_533824,2018-04-13,4cm,90.7367,-137.147,-3.11018,152.298,-46.1921,175.157,,,,,,,,,
4-9-18_Schnable_49-339-JS22-37_2018-04-16_02-17-10_10274600,JS22,339,PI_533824,2018-04-16,4cm,104.015,69.7323,-67.177,-0.638752,135.299,-21.5551,-27.5895,141.409,,,,,,,
4-9-18_Schnable_49-340-JS7-15_2018-04-11_02-19-16_9974700,JS7,340,PI_533757,2018-04-11,4cm,-1.17948,-140.437,-5.94107,-179.575,177.841,18,,,,,,,,,
4-9-18_Schnable_49-340-JS7-15_2018-04-13_02-19-13_10087700,JS7,340,PI_533757,2018-04-13,4cm,147.195,-56.4048,-37.4878,116.338,129.435,-15.2091,,,,,,,,,
4-9-18_Schnable_49-340-JS7-15_2018-04-16_02-19-27_10274700,JS7,340,PI_533757,2018-04-16,4cm,,,,,,,,,,,,,,,
4-9-18_Schnable_49-341-JS117-172_2018-04-11_02-21-30_9974800,JS117,341,PI_576345,2018-04-11,4cm,88.8646,147.643,22.0536,158.54,31.7326,-177.648,1.58878,167.708,,,,,,,
4-9-18_Schnable_49-341-JS117-172_2018-04-13_02-21-28_10087800,JS117,341,PI_576345,2018-04-13,4cm,110.352,161.455,12.7413,118.497,173.61,-96.0687,25.148,174.698,5.33824,-135.756,,,,,
4-9-18_Schnable_49-341-JS117-172_2018-04-16_02-21-40_10274800,JS117,341,PI_576345,2018-04-16,4cm,104.715,142.055,18.2078,-175.097,13.095,-174.174,28.4621,170.539,,,,,,,
4-9-18_Schnable_49-342-JS249-400_2018-04-11_02-23-44_9974900,JS249,342,PI_656100,2018-04-11,4cm,-6.60769,170.458,172.214,11.5465,86.5276,-148.634,-65.5123,-146.607,-80.14,,,,,,
4-9-18_Schnable_49-342-JS249-400_2018-04-13_02-23-42_10087900,JS249,342,PI_656100,2018-04-13,4cm,3.55176,172.439,-1.99074,168.244,16.2885,-32.7595,119.989,-137.982,,,,,,,
4-9-18_Schnable_49-342-JS249-400_2018-04-16_02-23-54_10274900,JS249,342,PI_656100,2018-04-16,4cm,17.7464,7.53241,-157.669,6.01135,77.1793,80.1344,80.5862,8.92572,-37.4673,-96.3177,11.5904,178.203,-92.5255,-108.892,-171.647
4-9-18_Schnable_49-343-JS125-184_2018-04-11_02-25-57_9975000,JS125,343,PI_576375,2018-04-11,4cm,-42.2878,-47.1834,141.516,-9.059,,,,,,,,,,,
4-9-18_Schnable_49-343-JS125-184_2018-04-13_02-25-56_10088000,JS125,343,PI_576375,2018-04-13,4cm,172.096,21.4815,30.376,52.0526,45.8361,-134.123,,,,,,,,,
4-9-18_Schnable_49-343-JS125-184_2018-04-16_02-26-07_10275000,JS125,343,PI_576375,2018-04-16,4cm,139.96,-4.46,-4.1928,-2.05777,162.374,15.2952,-172.498,,,,,,,,
4-9-18_Schnable_49-344-JS148-215_2018-04-11_02-28-10_9975100,JS148,344,PI_595740,2018-04-11,4cm,-139.658,-141.25,60.8087,-152.102,84.1506,-170.432,,,,,,,,,
4-9-18_Schnable_49-344-JS148-215_2018-04-13_02-28-08_10088100,JS148,344,PI_595740,2018-04-13,4cm,138.311,-36.4634,139.737,131.279,-56.4623,-159.21,,,,,,,,,
4-9-18_Schnable_49-344-JS148-215_2018-04-16_02-28-20_10275100,JS148,344,PI_595740,2018-04-16,4cm,-159.621,15.9721,-102.066,162.346,-21.1676,140.641,14.4712,,,,,,,,
4-9-18_Schnable_49-345-JS253-406_2018-04-11_02-30-24_9975200,JS253,345,PI_656106,2018-04-11,4cm,-52.369,125.775,-35.0338,119.275,-38.0701,149.523,-65.0391,,,,,,,,
4-9-18_Schnable_49-345-JS253-406_2018-04-13_02-30-22_10088200,JS253,345,PI_656106,2018-04-13,4cm,166.342,148.436,-41.9708,169.822,-35.8505,147.831,-45.3175,163.26,,,,,,,
4-9-18_Schnable_49-345-JS253-406_2018-04-16_02-30-34_10275200,JS253,345,PI_656106,2018-04-16,4cm,165.339,61.0379,-171.15,24.5925,177.682,27.5327,-158.702,-8.7888,-131.837,,,,,,
4-9-18_Schnable_49-346-JS225-357_2018-04-11_02-32-39_9975300,JS225,346,PI_656058,2018-04-11,4cm,-147.124,27.6419,-134.03,34.1278,4.72335,-156.161,,,,,,,,,
4-9-18_Schnable_49-346-JS225-357_2018-04-13_02-32-36_10088300,JS225,346,PI_656058,2018-04-13,4cm,130.303,-47.0949,-115.958,156.35,-41.6132,92.4696,-45.5456,151.155,,,,,,,
4-9-18_Schnable_49-346-JS225-357_2018-04-16_02-32-48_10275300,JS225,346,PI_656058,2018-04-16,4cm,-138.262,40.0064,153.832,-125.902,-82.3347,-125.762,69.7627,-138.915,72.0609,-23.7046,-133.146,-13.2398,-165.995,,
4-9-18_Schnable_49-347-js254-408_2018-04-11_02-34-52_9975400,JS254,347,PI_656108,2018-04-11,4cm,137.341,27.7179,58.7173,-157.241,165.373,-17.1746,-104.358,1.90122,-33.7034,-17.1732,-26.0822,164.352,,,
4-9-18_Schnable_49-347-js254-408_2018-04-13_02-34-49_10088400,JS254,347,PI_656108,2018-04-13,4cm,92.7314,-51.3865,69.4561,8.70755,-144.431,-56.3497,-7.55053,-80.7451,,,,,,,
4-9-18_Schnable_49-347-js254-408_2018-04-16_02-35-04_10275400,JS254,347,PI_656108,2018-04-16,4cm,-75.5754,-35.1121,14.1935,-154.583,-97.8559,-133.12,-172.617,149.44,29.3756,70.7102,63.3714,,,,
4-9-18_Schnable_49-348-js166-238_2018-04-11_02-37-05_9975500,JS166,348,PI_597971,2018-04-11,4cm,26.7941,-157.048,34.4739,-161.583,28.0517,-134.909,51.4289,,,,,,,,
4-9-18_Schnable_49-348-js166-238_2018-04-13_02-37-04_10088500,JS166,348,PI_597971,2018-04-13,4cm,-24.8096,139.493,-34.2759,178.596,-26.1251,147.991,-3.11686,,,,,,,,
4-9-18_Schnable_49-348-js166-238_2018-04-16_02-37-17_10275500,JS166,348,PI_597971,2018-04-16,4cm,-54.5519,127.771,-58.4194,126.216,-86.8939,-14.9941,95.3413,-9.37225,,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-11_02-39-19_9975600,JS207,349,PI_656027,2018-04-11,4cm,10.1884,166.833,3.73106,-44.8327,-56.6572,150.972,,,,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-13_02-39-18_10088600,JS207,349,PI_656027,2018-04-13,4cm,-107.081,16.1083,-126.88,-63.0612,-98.5733,17.7535,86.1219,127.821,-31.2158,,,,,,
4-9-18_Schnable_49-349-js207-323_2018-04-16_02-39-31_10275600,JS207,349,PI_656027,2018-04-16,4cm,31.751,160.951,20.0157,-7.83229,-159.41,164.876,-11.2066,-68.3527,-20.8834,,,,,,
4-9-18_Schnable_49-351-js139-201_2018-04-11_02-43-45_9975800,JS139,351,PI_576425,2018-04-11,4cm,-146.142,-1.49017,-4.36918,-165.618,44.1687,31.6986,1.68618,173.344,48.7073,-171.245,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-11_02-45-58_9975900,JS184,352,PI_655979,2018-04-11,4cm,7.71743,-153.542,-19.4624,-179.507,-4.41298,178.456,35.8945,,,,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-13_02-45-57_10088900,JS184,352,PI_655979,2018-04-13,4cm,-5.68176,9.24346,179.865,169.279,-18.9194,168.068,9.38685,120.525,,,,,,,
4-9-18_Schnable_49-352-js184-274_2018-04-16_02-46-11_10275900,JS184,352,PI_655979,2018-04-16,4cm,2.62921,-159.272,-40.4127,-160.641,-19.038,158.326,-2.65485,149.095,,,,,,,
4-9-18_Schnable_49-353-js46-75_2018-04-11_02-48-12_9976000,JS46,353,PI_533937,2018-04-11,4cm,-10.5849,-19.1005,-156.146,-12.8522,-169.39,-34.6497,-158.343,16.4803,,,,,,,
4-9-18_Schnable_49-353-js46-75_2018-04-13_02-48-11_10089000,JS46,353,PI_533937,2018-04-13,4cm,-28.3446,-107.861,29.0335,-140.555,13.9058,-134.52,-108.158,38.3115,,,,,,,
4-9-18_Schnable_49-353-js46-75_2018-04-16_02-48-25_10276000,JS46,353,PI_533937,2018-04-16,4cm,-134.574,-84.0743,9.67271,-145.93,12.1579,165.54,138.284,-82.1211,24.7805,-153.16,-34.9451,,,,
4-9-18_Schnable_49-354-js200-312_2018-04-11_02-50-25_9976100,JS200,354,PI_656016,2018-04-11,4cm,16.4905,161.378,-1.59909,-170.844,-19.6451,109.083,-139.063,179.21,3.39088,,,,,,
4-9-18_Schnable_49-354-js200-312_2018-04-13_02-50-24_10089100,JS200,354,PI_656016,2018-04-13,4cm,36.8043,154.691,-14.6227,157.7,-26.1051,158.35,-129.204,-53.9879,,,,,,,
4-9-18_Schnable_49-354-js200-312_2018-04-16_02-50-40_10276100,JS200,354,PI_656016,2018-04-16,4cm,-167.932,-155.464,-31.3833,146.755,32.7871,-36.1113,23.5104,150.134,-52.8932,129.722,-40.9485,-41.3452,152.254,,
4-9-18_Schnable_49-355-js10-2-19_2018-04-11_02-52-38_9976200,JS10,355,PI_533761,2018-04-11,4cm,-57.4399,163.303,-29.8089,160.814,-12.0406,159.477,-154.179,-15.7972,27.859,,,,,,
4-9-18_Schnable_49-355-js10-2-19_2018-04-13_02-52-39_10089200,JS10,355,PI_533761,2018-04-13,4cm,162.156,-55.9332,77.8284,-172.992,37.4328,141.306,16.4848,-162.133,-158.155,14.8249,-133.454,-172.561,-14.9745,-78.6818,
4-9-18_Schnable_49-355-js10-2-19_2018-04-16_02-52-53_10276200,JS10,355,PI_533761,2018-04-16,4cm,-111.808,-8.23345,6.24373,-138.753,23.4686,54.3753,56.5087,175.361,-168.154,20.2653,,,,,
4-9-18_Schnable_49-356-js257-415_2018-04-11_02-54-51_9976300,JS257,356,PI_656114,2018-04-11,4cm,172.359,-175.309,-2.19414,-27.7027,-177.028,-25.2592,-169.024,,,,,,,,
4-9-18_Schnable_49-356-js257-415_2018-04-13_02-54-53_10089300,JS257,356,PI_656114,2018-04-13,4cm,172.001,-172.014,23.2551,-176.799,-5.45672,-174.629,29.2672,,,,,,,,
4-9-18_Schnable_49-356-js257-415_2018-04-16_02-55-06_10276300,JS257,356,PI_656114,2018-04-16,4cm,-165.837,-159.754,29.834,-164.963,-5.16743,-53.2322,94.4827,-149.134,,,,,,,
4-9-18_Schnable_49-357-JS153-222_2018-04-11_02-57-05_9976400,JS153,357,PI_597946,2018-04-11,4cm,-152.437,-7.96033,-167.369,-8.96551,-145.919,-13.9922,161.37,4.21078,,,,,,,
4-9-18_Schnable_49-357-JS153-222_2018-04-13_02-57-11_10089400,JS153,357,PI_597946,2018-04-13,4cm,-0.765208,115.076,-34.6046,110.97,-41.5256,118.673,157.489,-87.4015,,,,,,,
4-9-18_Schnable_49-357-JS153-222_2018-04-16_02-57-20_10276400,JS153,357,PI_597946,2018-04-16,4cm,27.1742,-128.6,-102.724,37.5653,-96.6054,33.2319,-119.704,52.2875,148.51,,,,,,
4-9-18_Schnable_49-358-JS154-223_2018-04-11_02-59-18_9976500,JS154,358,PI_597949,2018-04-11,4cm,-8.44785,172.836,11.6238,175.948,91.5283,,,,,,,,,,
4-9-18_Schnable_49-358-JS154-223_2018-04-13_02-59-20_10089500,JS154,358,PI_597949,2018-04-13,4cm,-17.5299,-168.748,26.385,179.836,131.808,31.4827,,,,,,,,,
4-9-18_Schnable_49-358-JS154-223_2018-04-16_02-59-34_10276500,JS154,358,PI_597949,2018-04-16,4cm,-95.8186,160.232,-25.5908,136.93,-35.3856,24.9464,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-11_03-01-33_9976600,JS286,359,PI_595720,2018-04-11,4cm,75.0669,-165.909,-10.94,-160.986,,,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-13_03-01-34_10089600,JS286,359,PI_595720,2018-04-13,4cm,39.4112,-168.483,-62.8881,-15.8669,,,,,,,,,,,
4-9-18_Schnable_49-359-js286-213_2018-04-16_03-01-47_10276600,JS286,359,PI_595720,2018-04-16,4cm,41.3422,31.2531,-166.901,7.73062,177.476,-4.59712,,,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-11_03-05-59_9976800,JS55,361,PI_533956,2018-04-11,4cm,-169.157,12.4898,177.505,22.8824,-168.497,23.6921,-165.438,,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-13_03-06-02_10089800,JS55,361,PI_533956,2018-04-13,4cm,161.009,-3.27614,156.083,-0.982653,147.417,-11.8358,159.66,-40.3227,,,,,,,
4-9-18_Schnable_49-361-js55-84_2018-04-16_03-06-16_10276800,JS55,361,PI_533956,2018-04-16,4cm,175.849,167.673,28.2498,-170.434,144.639,35.9483,171.741,1.81486,-178.6,9.1621,179.072,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-11_03-08-13_9976900,JS63,362,PI_533972,2018-04-11,4cm,24.463,56.5229,-99.3351,48.3657,-135.257,70.3081,-150.62,-3.16186,,,,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-13_03-08-17_10089900,JS63,362,PI_533972,2018-04-13,4cm,3.17123,-21.8359,178.007,170.569,177.157,13.3972,-0.597576,-15.5899,171.652,110.503,-155.957,,,,
4-9-18_Schnable_49-362-js63-92_2018-04-16_03-08-30_10276900,JS63,362,PI_533972,2018-04-16,4cm,134.753,-33.4242,98.4294,-48.7768,122.5,-45.1725,176.088,-99.0921,81.0073,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-11_03-10-26_9977000,JS271,363,PI_533792,2018-04-11,4cm,-13.3236,175.998,38.069,-172.962,31.5762,-37.6932,,,,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-13_03-10-30_10090000,JS271,363,PI_533792,2018-04-13,4cm,-2.68743,-154.927,58.6479,-146.121,44.1764,-160.518,,,,,,,,,
4-9-18_Schnable_49-363-js271-27_2018-04-16_03-10-43_10277000,JS271,363,PI_533792,2018-04-16,4cm,-11.5096,-173.282,66.0573,-25.4401,-51.5028,41.8216,,,,,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-11_03-12-40_9977100,JS74,364,PI_534028,2018-04-11,4cm,4.31585,171.424,0.816422,-119.535,172.134,-165.397,-99.654,15.1122,-105.986,-145.285,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-13_03-12-44_10090100,JS74,364,PI_534028,2018-04-13,4cm,-166.044,132.298,7.70684,11.3388,-159.642,168.921,-173.05,-8.15581,-159.742,-1.89864,,,,,
4-9-18_Schnable_49-364-js74-106_2018-04-16_03-12-56_10277100,JS74,364,PI_534028,2018-04-16,4cm,133.406,13.9125,19.9563,115.898,-176.698,16.2438,156.504,-147.145,-109.951,13.7778,-89.6651,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-11_03-14-53_9977200,JS194,365,PI_656007,2018-04-11,4cm,-164.568,-3.72278,-179.67,147.003,47.5609,-179.985,,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-13_03-14-58_10090200,JS194,365,PI_656007,2018-04-13,4cm,24.7842,58.9104,-169.924,-26.2606,-14.0849,-60.5199,-158.737,,,,,,,,
4-9-18_Schnable_49-365-js194-303_2018-04-16_03-15-14_10277200,JS194,365,PI_656007,2018-04-16,4cm,46.5326,-165.333,24.2861,-11.6384,-173.051,-86.7415,-162.177,,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-11_03-17-07_9977300,JS128,366,PI_576381,2018-04-11,4cm,3.92699,177.066,134.18,-3.95166,177.382,-16.3402,175.369,-4.92021,,,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-13_03-17-12_10090300,JS128,366,PI_576381,2018-04-13,4cm,38.4512,-148.583,37.1889,-118.374,28.0527,26.1559,-6.77234,-141.35,-11.2833,-153.322,,,,,
4-9-18_Schnable_49-366-js128-187_2018-04-16_03-17-23_10277300,JS128,366,PI_576381,2018-04-16,4cm,12.0469,-177.625,161.187,19.9349,123.845,173.097,21.3482,-33.8343,-159.138,5.76344,-141.444,13.1854,,,
4-9-18_Schnable_49-368-js20-34_2018-04-11_03-21-34_9977500,JS20,368,PI_533814,2018-04-11,4cm,-122.893,-96.9471,-167.581,-29.8587,-9.3566,-162.83,-3.23716,157.179,37.9066,,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-13_03-21-39_10090500,JS20,368,PI_533814,2018-04-13,4cm,-70.5086,-32.7673,-81.7439,-55.6684,36.3604,-98.1775,41.3209,-43.1412,56.0362,-159.01,,,,,
4-9-18_Schnable_49-368-js20-34_2018-04-16_03-21-53_10277500,JS20,368,PI_533814,2018-04-16,4cm,-154.621,-144.234,-60.3278,-107.703,178.731,-36.495,165.705,-120.007,128.519,-48.7481,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-11_03-23-48_9977600,JS99,369,PI_534145,2018-04-11,4cm,169.168,-10.6264,153.392,-22.053,168.939,18.3589,-137.496,,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-13_03-23-55_10090600,JS99,369,PI_534145,2018-04-13,4cm,115.769,-38.6704,111.652,-48.0191,124.271,-91.9019,153.036,-30.4202,,,,,,,
4-9-18_Schnable_49-369-js99-143_2018-04-16_03-24-06_10277600,JS99,369,PI_534145,2018-04-16,4cm,42.0897,-92.8478,37.179,-129.706,76.7767,-133.33,69.3525,-106.811,,,,,,,
4-9-18_Schnable_49-370-js240-384_2018-04-11_03-26-01_9977700,JS240,370,PI_656085,2018-04-11,4cm,-153.545,6.59174,-171.206,-153.856,-173.836,-161.405,-54.5055,45.5244,-16.3278,125.866,-45.056,,,,
4-9-18_Schnable_49-370-js240-384_2018-04-13_03-26-08_10090700,JS240,370,PI_656085,2018-04-13,4cm,-20.3873,24.3138,18.9587,-27.5228,155.989,-34.0659,104.827,-21.4877,33.3654,122.087,-57.0157,168.818,-27.9403,,
4-9-18_Schnable_49-370-js240-384_2018-04-16_03-26-20_10277700,JS240,370,PI_656085,2018-04-16,4cm,16.6174,-161.302,-153.245,-15.5518,27.6764,-158.465,54.1468,167.25,-14.2181,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-11_03-28-15_9977800,JS154,371,PI_597949,2018-04-11,4cm,148.426,-22.5942,150.167,-12.5281,115.973,-16.3712,,,,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-13_03-28-22_10090800,JS154,371,PI_597949,2018-04-13,4cm,132.395,-49.1774,127.535,-56.297,106.172,-50.953,132.984,,,,,,,,
4-9-18_Schnable_49-371-JS154-223_2018-04-16_03-28-34_10277800,JS154,371,PI_597949,2018-04-16,4cm,69.4447,-118.361,65.8247,-108.819,40.0556,-128.916,-166.379,10.7088,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-11_03-30-33_9977900,JS176,372,PI_642791,2018-04-11,4cm,163.977,-13.6975,155.362,-30.1498,136.582,-17.6569,,,,,,,,,
4-9-18_Schnable_49-372-JS176-257_2018-04-13_03-30-35_10090900,JS176,372,PI_642791,2018-04-13,4cm,154.876,-24.5011,147.631,-51.876,6.64828,165.198,,,,,,,,,
